iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
129,5.359324e-02,3.921713e-01,0.000000e+00,0,0,0,2.542776e-05,6.139004e-06,6.139004e-06,0.000000e+00
130,5.334728e-02,3.986064e-01,0.000000e+00,0,0,0,2.589780e-05,6.506153e-06,6.506153e-06,0.000000e+00
131,5.306360e-02,3.989689e-01,0.000000e+00,0,0,0,2.643379e-05,6.890205e-06,6.890205e-06,0.000000e+00
132,5.271906e-02,3.937605e-01,0.000000e+00,0,0,0,2.703268e-05,7.305311e-06,7.305311e-06,0.000000e+00
133,5.229959e-02,3.832667e-01,0.000000e+00,0,0,0,2.766877e-05,7.748802e-06,7.748802e-06,0.000000e+00
134,5.180577e-02,3.739057e-01,0.000000e+00,0,0,0,2.832070e-05,8.213909e-06,8.213909e-06,0.000000e+00
135,5.124580e-02,3.689055e-01,0.000000e+00,0,0,0,2.897942e-05,8.693227e-06,8.693227e-06,0.000000e+00
136,5.063121e-02,3.647002e-01,0.000000e+00,0,0,0,2.981507e-05,9.179927e-06,9.179927e-06,0.000000e+00
137,4.997447e-02,3.823762e-01,0.000000e+00,0,0,0,3.072372e-05,9.667865e-06,9.667865e-06,0.000000e+00
138,4.928801e-02,4.075123e-01,0.000000e+00,0,0,0,3.160325e-05,1.015183e-05,1.015183e-05,0.000000e+00
139,4.858362e-02,4.321145e-01,0.000000e+00,0,0,0,3.244595e-05,1.062706e-05,1.062706e-05,0.000000e+00
140,4.787215e-02,4.559544e-01,0.000000e+00,0,0,0,3.324693e-05,1.108950e-05,1.108950e-05,0.000000e+00
141,4.716339e-02,4.788349e-01,0.000000e+00,0,0,0,3.400245e-05,1.153567e-05,1.153567e-05,0.000000e+00
142,4.646598e-02,5.005872e-01,0.000000e+00,0,0,0,3.470799e-05,1.196263e-05,1.196263e-05,0.000000e+00
143,4.579244e-02,5.210702e-01,0.000000e+00,0,0,0,3.536348e-05,1.236795e-05,1.236795e-05,0.000000e+00
144,4.515018e-02,5.450464e-01,0.000000e+00,0,0,0,3.595681e-05,1.274970e-05,1.274970e-05,0.000000e+00
145,4.494764e-02,5.296053e-02,2.730669e+02,361,81,14,3.011240e+00,1.473312e+00,6.913675e-06,1.473305e+00
146,4.417138e-02,1.586539e-01,0.000000e+00,0,0,0,2.913810e-05,8.617523e-06,8.617523e-06,0.000000e+00
147,4.526945e-02,5.471538e-01,0.000000e+00,0,0,0,2.183507e-05,4.253613e-06,4.253613e-06,0.000000e+00
148,4.626396e-02,4.724001e-01,0.000000e+00,0,0,0,2.510542e-05,5.421188e-06,5.421188e-06,0.000000e+00
149,4.635604e-02,3.843018e-01,0.000000e+00,0,0,0,2.642172e-05,6.304050e-06,6.304050e-06,0.000000e+00
150,4.565769e-02,2.919132e-01,0.000000e+00,0,0,0,2.889296e-05,6.908898e-06,6.908898e-06,0.000000e+00
151,4.440333e-02,3.177625e-01,0.000000e+00,0,0,0,3.166905e-05,7.307222e-06,7.307222e-06,0.000000e+00
152,4.279991e-02,3.440025e-01,0.000000e+00,0,0,0,3.440806e-05,7.564462e-06,7.564462e-06,0.000000e+00
153,4.100245e-02,3.631122e-01,0.000000e+00,0,0,0,3.670199e-05,7.728674e-06,7.728674e-06,0.000000e+00
154,3.912106e-02,3.785059e-01,0.000000e+00,0,0,0,3.867455e-05,7.832198e-06,7.832198e-06,0.000000e+00
155,3.775647e-02,4.623336e-01,0.000000e+00,0,0,0,4.040684e-05,7.989361e-06,7.989361e-06,0.000000e+00
156,3.701966e-02,5.403746e-01,0.000000e+00,0,0,0,4.194620e-05,9.035929e-06,9.035929e-06,0.000000e+00
