iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
181,1.323730e-01,5.394834e+01,7.844183e+00,18,65,40,9.275257e-05,1.424083e-05,1.393800e-06,1.386441e-05
182,1.304475e-01,5.094570e+01,7.958719e+00,18,65,40,8.579969e-05,1.509066e-05,1.413465e-06,1.471650e-05
183,1.297159e-01,5.126651e+01,7.946000e+00,18,65,40,8.041493e-05,1.336462e-05,1.356558e-06,1.309448e-05
184,1.287694e-01,4.450833e+01,7.900753e+00,18,65,40,8.091803e-05,1.107168e-05,1.271694e-06,1.087476e-05
185,1.275580e-01,4.349632e+01,7.765699e+00,18,65,40,7.801454e-05,9.911288e-06,1.239989e-06,9.706358e-06
186,1.271217e-01,4.258801e+01,7.879244e+00,18,66,40,6.890105e-05,1.018450e-05,1.284015e-06,9.977104e-06
187,1.264825e-01,3.604411e+01,8.020209e+00,18,66,40,5.903849e-05,1.047680e-05,1.304211e-06,1.031189e-05
188,1.257835e-01,3.533308e+01,7.986925e+00,18,66,40,5.442460e-05,9.569860e-06,1.252296e-06,9.433627e-06
189,1.249775e-01,3.772174e+01,7.985235e+00,18,65,39,5.657490e-05,8.166544e-06,1.193431e-06,8.052521e-06
190,1.238585e-01,3.939940e+01,7.860163e+00,18,65,39,5.619640e-05,7.092827e-06,1.169930e-06,6.977684e-06
191,1.229265e-01,3.960830e+01,7.912212e+00,18,66,39,5.034527e-05,6.735219e-06,1.178914e-06,6.635892e-06
192,1.223839e-01,3.691351e+01,7.966576e+00,18,66,39,4.901203e-05,6.690788e-06,1.196722e-06,6.617688e-06
193,1.217353e-01,3.590728e+01,7.950618e+00,18,66,39,5.082871e-05,6.310999e-06,1.199799e-06,6.268368e-06
194,1.209546e-01,3.325113e+01,7.885642e+00,18,66,39,5.365456e-05,6.583115e-06,1.185327e-06,6.226720e-06
195,1.198831e-01,3.306948e+01,7.805149e+00,18,66,39,5.674439e-05,7.388605e-06,1.170689e-06,7.050978e-06
196,1.189180e-01,3.294045e+01,7.757055e+00,18,67,39,6.131495e-05,7.583850e-06,1.165013e-06,7.248115e-06
197,1.184695e-01,2.999492e+01,7.744908e+00,18,67,39,6.775986e-05,8.512658e-06,1.168184e-06,8.580108e-06
198,1.181020e-01,3.330061e+01,7.767837e+00,18,67,39,7.433761e-05,1.032799e-05,1.177097e-06,1.038192e-05
199,1.176668e-01,3.308139e+01,7.706852e+00,18,67,39,8.092481e-05,1.139383e-05,1.190977e-06,1.143494e-05
200,1.171512e-01,3.540145e+01,7.660248e+00,18,67,39,8.823171e-05,1.231224e-05,1.209633e-06,1.233013e-05
201,1.165931e-01,3.434144e+01,7.577688e+00,18,67,39,9.617999e-05,1.357477e-05,1.228317e-06,1.357444e-05
202,1.160946e-01,3.241497e+01,7.476187e+00,18,67,39,1.062446e-04,1.541305e-05,1.248973e-06,1.554275e-05
203,1.160420e-01,3.286780e+01,7.451182e+00,17,66,38,1.186327e-04,1.734925e-05,1.269090e-06,1.744952e-05
204,1.159036e-01,3.239251e+01,7.408553e+00,17,66,38,1.313149e-04,1.876011e-05,1.292684e-06,1.883219e-05
205,1.156240e-01,3.329327e+01,7.422768e+00,17,66,38,1.439766e-04,1.986925e-05,1.322114e-06,1.990742e-05
206,1.151331e-01,3.157634e+01,7.356063e+00,17,66,38,1.562113e-04,2.103874e-05,1.353731e-06,2.104458e-05
207,1.144744e-01,3.582574e+01,7.281352e+00,17,66,38,1.680078e-04,2.214937e-05,1.389243e-06,2.212609e-05
208,1.138588e-01,3.482732e+01,7.169832e+00,17,66,38,1.802100e-04,2.305184e-05,1.428909e-06,2.299903e-05
209,1.136502e-01,3.475214e+01,7.083250e+00,17,67,38,1.950266e-04,2.385681e-05,1.474038e-06,2.377764e-05
210,1.136688e-01,3.402239e+01,7.095531e+00,17,67,38,2.087735e-04,2.409505e-05,1.529086e-06,2.398525e-05
211,1.136232e-01,3.395240e+01,7.090789e+00,17,67,38,2.215476e-04,2.416450e-05,1.585637e-06,2.411700e-05
